1.09165,0.15625,0
1.09287,0.148438,0
1.09101,0.164062,0
1.09455,0.140625,0
1.09652,0.132812,0
1.0911,0.171875,0
1.09688,0.131604,0
1.09873,0.125,0
1.09208,0.179688,0
1.10102,0.117188,0
1.10333,0.109375,0
1.10469,0.104785,0
1.09413,0.1875,0
1.10565,0.101562,0
1.10782,0.09375,0
1.10989,0.0859375,0
1.09688,0.193844,0
1.11178,0.078125,0
1.09757,0.195312,0
1.1125,0.0749858,0
1.11355,0.0703125,0
1.1151,0.0625,0
1.11648,0.0546875,0
1.11766,0.046875,0
1.11866,0.0390625,0
1.11947,0.03125,0
1.1201,0.0234375,0
1.12031,0.0196768,0
1.12054,0.015625,0
1.12081,0.0078125,0
1.1209,0,0
1.10241,0.203125,0
1.10469,0.20571,0
1.10998,0.210938,0
1.1125,0.213136,0
1.12031,0.218113,0
1.12146,0.21875,0
1.12813,0.222049,0
1.13594,0.224945,0
1.14151,0.226562,0
1.14375,0.227228,0
1.15156,0.22897,0
1.15938,0.230379,0
1.16719,0.231549,0
1.175,0.232557,0
1.18281,0.233452,0
1.19063,0.234262,0
1.1918,0.234375,0
1.19844,0.235006,0
1.20625,0.235686,0
1.21406,0.236309,0
1.22188,0.236879,0
1.22969,0.237396,0
1.2375,0.237858,0
1.24531,0.238262,0
1.25313,0.238607,0
1.26094,0.238891,0
1.26875,0.239114,0
1.27656,0.239276,0
1.28438,0.239377,0
1.29219,0.239419,0
1.3,0.239402,0
1.30781,0.239328,0
1.31563,0.239199,0
1.32344,0.239015,0
1.33125,0.238778,0
1.33906,0.23849,0
1.34688,0.238152,0
1.35469,0.237764,0
1.3625,0.237327,0
1.37031,0.236843,0
1.37813,0.236312,0
1.38594,0.235734,0
1.39375,0.235109,0
1.40156,0.234437,0
1.40222,0.234375,0
1.40938,0.233711,0
1.41719,0.232929,0
1.425,0.232086,0
1.43281,0.231181,0
1.44063,0.230212,0
1.44844,0.229181,0
1.45625,0.228089,0
1.46406,0.226946,0
1.46649,0.226562,0
1.47188,0.225723,0
1.47969,0.224448,0
1.4875,0.223098,0
1.49531,0.221678,0
1.50313,0.220189,0
1.51034,0.21875,0
1.51094,0.218625,0
1.51875,0.216997,0
1.52656,0.215281,0
1.53438,0.213485,0
1.54219,0.211628,0
1.54768,0.210938,0
1.55,0.208659,0
1.55,0.21065,0
1.55781,0.207618,0
1.56563,0.205491,0
1.57344,0.203289,0
1.57396,0.203125,0
1.58125,0.200972,0
1.58906,0.198566,0
1.59688,0.196088,0
1.5991,0.195312,0
1.60469,0.193427,0
1.6125,0.19071,0
1.62031,0.187893,0
1.62127,0.1875,0
1.62813,0.184892,0
1.63594,0.181823,0
1.64104,0.179688,0
1.64375,0.178512,0
1.65156,0.175188,0
1.65889,0.171875,0
1.65938,0.171632,0
1.66719,0.167961,0
1.675,0.164092,0
1.67505,0.164062,0
1.68281,0.160031,0
1.68972,0.15625,0
1.69063,0.155695,0
1.69844,0.151329,0
1.70309,0.148438,0
1.70625,0.146407,0
1.71406,0.141624,0
1.71542,0.140625,0
1.72188,0.136266,0
1.72653,0.132812,0
1.72969,0.130381,0
1.73678,0.125,0
1.7375,0.12439,0
1.74531,0.118148,0
1.74637,0.117188,0
1.75313,0.111184,0
1.755,0.109375,0
1.76094,0.103484,0
1.7628,0.101562,0
1.76875,0.0949073,0
1.7698,0.09375,0
1.7759,0.0859375,0
1.77656,0.0851337,0
1.78162,0.078125,0
1.78438,0.0740895,0
1.78694,0.0703125,0
1.79127,0.0625,0
1.79219,0.0608257,0
1.79529,0.0546875,0
1.79862,0.046875,0
1.8,0.043177,0
1.80152,0.0390625,0
1.8038,0.03125,0
1.80559,0.0234375,0
1.80683,0.015625,0
1.80762,0.0078125,0
1.80781,0.00221175,0
1.80788,0,0
